From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
1 Corinthians,46,13,1074,13,1 John,62,4,1162,7
2 Corinthians,47,5,1082,15,1 John,62,4,1162,9
Galatians,48,5,1095,22,1 John,62,4,1162,7
1 Thessalonians,52,5,1115,21,1 John,62,4,1162,1
2 Timothy,55,1,1125,7,1 John,62,4,1162,18
1 John,62,2,1160,18,1 John,62,4,1162,3
1 John,62,3,1161,16,1 John,62,4,1162,9
1 John,62,4,1162,18,1 John,62,4,1162,12
1 John,62,4,1162,20,1 John,62,4,1162,12
Revelation,66,2,1168,2,1 John,62,4,1162,1
Psalm,19,91,568,1,Psalm,19,61,538,3
Psalm,19,91,568,1,Isaiah,23,4,682,5
Jeremiah,24,23,767,5,Isaiah,23,4,682,2
Psalm,19,91,568,1,Hosea,28,14,875,5
Isaiah,23,58,736,8,Hosea,28,14,875,4
Jeremiah,24,29,773,11,Hosea,28,14,875,2
Psalm,19,91,568,1,Psalm,19,52,529,8
Psalm,19,91,568,1,Judges,7,9,219,15
Psalm,19,91,568,1,Isaiah,23,8,686,14
Isaiah,23,28,706,16,Isaiah,23,8,686,14
Isaiah,23,40,718,31,Isaiah,23,8,686,17
Matthew,40,10,938,28,Isaiah,23,8,686,12
Psalm,19,91,568,1,Lamentations,25,4,800,20
Psalm,19,91,568,4,Ruth,8,2,233,12
Psalm,19,101,578,3,Job,18,31,466,1
Psalm,19,139,616,23,Job,18,31,466,6
Psalm,19,110,587,1,Ephesians,49,1,1097,20
Proverbs,20,3,630,5,Ephesians,49,1,1097,12
Isaiah,23,43,721,25,Ephesians,49,1,1097,8
Isaiah,23,43,721,25,Ephesians,49,1,1097,6
Isaiah,23,44,722,2,Ephesians,49,1,1097,4
Matthew,40,28,956,18,Ephesians,49,1,1097,20
Romans,45,8,1053,28,Ephesians,49,1,1097,9
Romans,45,8,1053,29,Ephesians,49,1,1097,4
Romans,45,8,1053,29,Ephesians,49,1,1097,11
2 Corinthians,47,5,1082,17,Ephesians,49,1,1097,3
Ephesians,49,1,1097,5,Ephesians,49,1,1097,11
Ephesians,49,1,1097,6,Ephesians,49,1,1097,12
Ephesians,49,2,1098,10,Ephesians,49,1,1097,4
Ephesians,49,3,1099,20,Ephesians,49,1,1097,19
Ephesians,49,6,1102,10,Ephesians,49,1,1097,19
Colossians,51,1,1107,20,Ephesians,49,1,1097,10
Revelation,66,13,1179,8,Ephesians,49,1,1097,4
Psalm,19,110,587,1,Luke,42,20,992,42
Psalm,19,118,595,22,Luke,42,20,992,17
Isaiah,23,28,706,16,Luke,42,20,992,17
Psalm,19,110,587,1,Matthew,40,26,954,64
Daniel,27,7,856,13,Matthew,40,26,954,64
Zechariah,38,11,921,12,Matthew,40,26,954,15
John,43,7,1003,6,Matthew,40,26,954,18
1 Corinthians,46,16,1077,13,Matthew,40,26,954,41
Psalm,19,110,587,1,Hebrews,58,8,1140,1
Isaiah,23,43,721,25,Hebrews,58,8,1140,12
Isaiah,23,59,737,21,Hebrews,58,8,1140,6
Jeremiah,24,31,775,33,Hebrews,58,8,1140,10
Luke,42,10,982,27,Hebrews,58,8,1140,10
2 Corinthians,47,6,1083,16,Hebrews,58,8,1140,10
Hebrews,58,5,1137,1,Hebrews,58,8,1140,3
Hebrews,58,10,1142,16,Hebrews,58,8,1140,8
Psalm,19,118,595,22,Ephesians,49,2,1098,20
Isaiah,23,28,706,16,Ephesians,49,2,1098,20
Ezekiel,26,36,837,26,Ephesians,49,2,1098,10
Matthew,40,16,944,18,Ephesians,49,2,1098,19
Luke,42,7,979,50,Ephesians,49,2,1098,8
John,43,3,999,16,Ephesians,49,2,1098,4
John,43,14,1010,6,Ephesians,49,2,1098,18
Romans,45,5,1050,6,Ephesians,49,2,1098,1
Romans,45,5,1050,8,Ephesians,49,2,1098,7
Romans,45,12,1057,2,Ephesians,49,2,1098,2
1 Corinthians,46,3,1064,9,Ephesians,49,2,1098,20
1 Corinthians,46,3,1064,11,Ephesians,49,2,1098,20
2 Corinthians,47,5,1082,17,Ephesians,49,2,1098,10
2 Corinthians,47,5,1082,17,Ephesians,49,2,1098,15
Ephesians,49,1,1097,4,Ephesians,49,2,1098,10
Ephesians,49,2,1098,8,Ephesians,49,2,1098,5
Ephesians,49,6,1102,12,Ephesians,49,2,1098,2
Philippians,50,1,1103,6,Ephesians,49,2,1098,4
Philippians,50,3,1105,20,Ephesians,49,2,1098,19
Colossians,51,3,1109,10,Ephesians,49,2,1098,10
Titus,56,3,1131,5,Ephesians,49,2,1098,8
1 Peter,60,2,1152,5,Ephesians,49,2,1098,20
Psalm,19,119,596,105,Proverbs,20,6,633,23
Psalm,19,119,596,130,Proverbs,20,6,633,23
Proverbs,20,26,653,25,Proverbs,20,6,633,16
2 Timothy,55,3,1127,16,Proverbs,20,6,633,23
Psalm,19,127,604,1,1 Corinthians,46,3,1064,7
Psalm,19,127,604,1,1 Corinthians,46,3,1064,9
Proverbs,20,3,630,5,1 Corinthians,46,3,1064,18
Isaiah,23,28,706,16,1 Corinthians,46,3,1064,11
Romans,45,12,1057,2,1 Corinthians,46,3,1064,19
1 Corinthians,46,6,1067,19,1 Corinthians,46,3,1064,16
1 Corinthians,46,13,1074,11,1 Corinthians,46,3,1064,1
1 Corinthians,46,15,1076,58,1 Corinthians,46,3,1064,8
Hebrews,58,5,1137,12,1 Corinthians,46,3,1064,1
Psalm,19,133,610,1,1 Corinthians,46,1,1062,10
Isaiah,23,45,723,17,1 Corinthians,46,1,1062,30
Matthew,40,6,934,33,1 Corinthians,46,1,1062,30
Romans,45,4,1049,17,1 Corinthians,46,1,1062,28
Romans,45,8,1053,1,1 Corinthians,46,1,1062,30
Romans,45,8,1053,28,1 Corinthians,46,1,1062,9
1 Corinthians,46,2,1063,14,1 Corinthians,46,1,1062,18
2 Corinthians,47,5,1082,17,1 Corinthians,46,1,1062,30
Philippians,50,1,1103,6,1 Corinthians,46,1,1062,8
Philippians,50,2,1104,2,1 Corinthians,46,1,1062,10
1 Thessalonians,52,5,1115,24,1 Corinthians,46,1,1062,9
2 Thessalonians,53,3,1118,3,1 Corinthians,46,1,1062,9
2 Timothy,55,2,1126,19,1 Corinthians,46,1,1062,2
3 John,64,1,1165,1,1 Corinthians,46,1,1062,14
Psalm,19,133,610,1,Philippians,50,2,1104,2
Proverbs,20,4,631,18,Philippians,50,2,1104,15
Isaiah,23,42,720,1,Philippians,50,2,1104,7
Matthew,40,5,933,14,Philippians,50,2,1104,15
Matthew,40,11,939,27,Philippians,50,2,1104,10
Matthew,40,11,939,29,Philippians,50,2,1104,7
John,43,1,997,1,Philippians,50,2,1104,6
1 Corinthians,46,15,1076,58,Philippians,50,2,1104,16
Ephesians,49,2,1098,10,Philippians,50,2,1104,13
Ephesians,49,5,1101,21,Philippians,50,2,1104,3
Philippians,50,1,1103,6,Philippians,50,2,1104,13
Hebrews,58,5,1137,8,Philippians,50,2,1104,8
Hebrews,58,12,1144,1,Philippians,50,2,1104,16
Psalm,19,138,615,8,Philippians,50,1,1103,6
John,43,15,1011,5,Philippians,50,1,1103,11
1 Corinthians,46,16,1077,13,Philippians,50,1,1103,27
Galatians,48,5,1095,22,Philippians,50,1,1103,11
Ephesians,49,4,1100,1,Philippians,50,1,1103,27
Philippians,50,1,1103,6,Philippians,50,1,1103,10
Philippians,50,4,1106,1,Philippians,50,1,1103,27
Psalm,19,139,616,1,Jeremiah,24,12,756,3
Psalm,19,139,616,14,Genesis,1,1,0,26
John,43,1,997,1,Genesis,1,1,0,1
Psalm,19,147,624,3,Job,18,5,440,18
Proverbs,20,16,643,3,Job,18,5,440,8
Proverbs,20,24,651,16,Job,18,5,440,19
1 Corinthians,46,3,1064,19,Job,18,5,440,13
Proverbs,20,1,628,7,Job,18,28,463,28
Proverbs,20,1,628,7,Proverbs,20,9,636,10
Matthew,40,7,935,6,Proverbs,20,9,636,7
Proverbs,20,1,628,7,Ecclesiastes,21,12,670,13
Proverbs,20,3,630,4,Luke,42,2,974,52
Isaiah,23,9,687,6,Luke,42,2,974,11
Isaiah,23,41,719,10,Luke,42,2,974,10
Isaiah,23,49,727,6,Luke,42,2,974,32
John,43,2,998,16,Luke,42,2,974,49
John,43,3,999,16,Luke,42,2,974,14
Proverbs,20,3,630,5,Jeremiah,24,9,753,23
Proverbs,20,3,630,5,Psalm,19,125,602,1
Proverbs,20,3,630,5,Proverbs,20,22,649,19
Proverbs,20,4,631,23,Proverbs,20,22,649,5
Proverbs,20,3,630,5,Job,18,13,448,15
Habakkuk,35,3,905,18,Job,18,13,448,15
Luke,42,1,973,37,Job,18,13,448,2
Proverbs,20,4,631,18,Job,18,11,446,17
Isaiah,23,58,736,8,Job,18,11,446,17
Proverbs,20,4,631,23,Luke,42,6,978,45
Malachi,39,1,925,6,Luke,42,6,978,46
Matthew,40,5,933,44,Luke,42,6,978,27
Matthew,40,7,935,1,Luke,42,6,978,37
Matthew,40,7,935,1,Luke,42,6,978,41
Matthew,40,7,935,24,Luke,42,6,978,47
Matthew,40,12,940,34,Luke,42,6,978,45
Luke,42,11,983,28,Luke,42,6,978,47
James,59,1,1146,22,Luke,42,6,978,46
Proverbs,20,4,631,23,Mark,41,7,963,21
Jeremiah,24,17,761,9,Mark,41,7,963,21
Proverbs,20,4,631,23,Matthew,40,15,943,19
Jeremiah,24,17,761,9,Matthew,40,15,943,19
Matthew,40,12,940,34,Matthew,40,15,943,18
Luke,42,19,991,10,Matthew,40,15,943,24
2 Corinthians,47,10,1087,5,Matthew,40,15,943,19
Proverbs,20,4,631,23,Mark,41,14,970,38
1 Corinthians,46,16,1077,13,Mark,41,14,970,37
Proverbs,20,4,631,23,Proverbs,20,11,638,16
Proverbs,20,18,645,21,Proverbs,20,11,638,30
Proverbs,20,29,656,23,Proverbs,20,11,638,2
John,43,15,1011,5,Proverbs,20,11,638,30
Galatians,48,6,1096,7,Proverbs,20,11,638,18
1 Peter,60,4,1154,18,Proverbs,20,11,638,31
Proverbs,20,12,639,16,Proverbs,20,29,656,11
Proverbs,20,13,640,24,Proverbs,20,29,656,15
Matthew,40,5,933,3,Proverbs,20,29,656,23
Proverbs,20,14,641,12,Proverbs,20,12,639,15
Proverbs,20,17,644,22,Proverbs,20,12,639,25
Proverbs,20,31,658,10,Proverbs,20,12,639,4
Ephesians,49,4,1100,29,Proverbs,20,12,639,13
Proverbs,20,15,642,1,Proverbs,20,25,652,15
Romans,45,12,1057,20,Proverbs,20,25,652,21
Proverbs,20,16,643,9,Proverbs,20,20,647,24
Jeremiah,24,10,754,23,Proverbs,20,20,647,24
Proverbs,20,18,645,10,2 Samuel,10,22,288,3
Habakkuk,35,3,905,19,2 Samuel,10,22,288,34
Matthew,40,5,933,7,2 Samuel,10,22,288,26
Proverbs,20,18,645,21,Colossians,51,4,1110,6
Matthew,40,5,933,13,Colossians,51,4,1110,6
Luke,42,18,990,1,Colossians,51,4,1110,2
Romans,45,12,1057,2,Colossians,51,4,1110,12
1 Corinthians,46,16,1077,13,Colossians,51,4,1110,12
1 Corinthians,46,16,1077,13,Colossians,51,4,1110,2
Ephesians,49,4,1100,29,Colossians,51,4,1110,6
Ephesians,49,5,1101,15,Colossians,51,4,1110,5
Ephesians,49,5,1101,16,Colossians,51,4,1110,5
Ephesians,49,6,1102,18,Colossians,51,4,1110,2
Philippians,50,4,1106,6,Colossians,51,4,1110,2
1 Thessalonians,52,5,1115,17,Colossians,51,4,1110,2
Philemon,57,1,1132,24,Colossians,51,4,1110,14
1 Peter,60,3,1153,15,Colossians,51,4,1110,6
Proverbs,20,18,645,21,James,59,3,1148,6
Matthew,40,5,933,5,James,59,3,1148,13
Galatians,48,5,1095,22,James,59,3,1148,17
Philippians,50,4,1106,8,James,59,3,1148,17
Proverbs,20,19,646,21,Isaiah,23,14,692,24
Proverbs,20,20,647,22,1 Thessalonians,52,5,1115,15
Luke,42,18,990,1,1 Thessalonians,52,5,1115,17
Romans,45,8,1053,28,1 Thessalonians,52,5,1115,9
1 Corinthians,46,10,1071,13,1 Thessalonians,52,5,1115,24
1 Corinthians,46,16,1077,13,1 Thessalonians,52,5,1115,6
Ephesians,49,4,1100,29,1 Thessalonians,52,5,1115,11
Ephesians,49,4,1100,30,1 Thessalonians,52,5,1115,19
Ephesians,49,5,1101,14,1 Thessalonians,52,5,1115,6
Ephesians,49,5,1101,20,1 Thessalonians,52,5,1115,18
Ephesians,49,6,1102,11,1 Thessalonians,52,5,1115,8
Ephesians,49,6,1102,18,1 Thessalonians,52,5,1115,17
Philippians,50,1,1103,6,1 Thessalonians,52,5,1115,23
Philippians,50,4,1106,6,1 Thessalonians,52,5,1115,17
Hebrews,58,4,1136,12,1 Thessalonians,52,5,1115,23
Hebrews,58,10,1142,24,1 Thessalonians,52,5,1115,11
Hebrews,58,10,1142,25,1 Thessalonians,52,5,1115,11
1 Peter,60,5,1155,8,1 Thessalonians,52,5,1115,6
Proverbs,20,20,647,22,2 Samuel,10,16,282,12
Proverbs,20,20,647,22,1 Peter,60,4,1154,19
Matthew,40,5,933,11,1 Peter,60,4,1154,14
Matthew,40,16,944,24,1 Peter,60,4,1154,1
Matthew,40,19,947,29,1 Peter,60,4,1154,14
Romans,45,8,1053,18,1 Peter,60,4,1154,13
Romans,45,12,1057,2,1 Peter,60,4,1154,2
1 Corinthians,46,10,1071,31,1 Peter,60,4,1154,11
1 Corinthians,46,13,1074,4,1 Peter,60,4,1154,8
1 Corinthians,46,16,1077,13,1 Peter,60,4,1154,7
2 Corinthians,47,5,1082,15,1 Peter,60,4,1154,2
2 Corinthians,47,12,1089,9,1 Peter,60,4,1154,13
Galatians,48,6,1096,9,1 Peter,60,4,1154,19
Philippians,50,2,1104,14,1 Peter,60,4,1154,9
Colossians,51,3,1109,17,1 Peter,60,4,1154,11
1 Thessalonians,52,4,1114,3,1 Peter,60,4,1154,2
Proverbs,20,21,648,1,Ezra,15,6,408,22
1 Timothy,54,2,1120,2,Ezra,15,6,408,10
Proverbs,20,22,649,6,2 Timothy,55,3,1127,15
Romans,45,12,1057,2,2 Timothy,55,3,1127,16
Romans,45,15,1060,4,2 Timothy,55,3,1127,16
Proverbs,20,23,650,7,Psalm,19,12,489,2
Proverbs,20,27,654,17,Proverbs,20,27,654,9
James,59,4,1149,13,Proverbs,20,27,654,1
Proverbs,20,27,654,17,Job,18,4,439,3
Proverbs,20,29,656,23,Luke,42,14,986,11
Matthew,40,5,933,13,Luke,42,14,986,34
Matthew,40,10,938,37,Luke,42,14,986,26
Matthew,40,16,944,24,Luke,42,14,986,27
Matthew,40,19,947,29,Luke,42,14,986,26
Luke,42,9,981,23,Luke,42,14,986,26
Acts,44,20,1037,35,Luke,42,14,986,12
Proverbs,20,29,656,23,Isaiah,23,66,744,2
Isaiah,23,61,739,1,Isaiah,23,66,744,2
Matthew,40,5,933,3,Isaiah,23,66,744,2
Matthew,40,11,939,28,Isaiah,23,66,744,2
Revelation,66,21,1187,1,Isaiah,23,66,744,22
Proverbs,20,29,656,23,Luke,42,18,990,14
Isaiah,23,40,718,31,Luke,42,18,990,1
Jeremiah,24,32,776,17,Luke,42,18,990,27
Matthew,40,6,934,33,Luke,42,18,990,29
Matthew,40,19,947,26,Luke,42,18,990,27
Matthew,40,19,947,29,Luke,42,18,990,29
Mark,41,11,967,24,Luke,42,18,990,1
Luke,42,1,973,37,Luke,42,18,990,27
Luke,42,7,979,50,Luke,42,18,990,42
Galatians,48,6,1096,9,Luke,42,18,990,1
Philippians,50,4,1106,6,Luke,42,18,990,1
Philippians,50,4,1106,6,Luke,42,18,990,7
1 Thessalonians,52,5,1115,17,Luke,42,18,990,1
Proverbs,20,29,656,23,Matthew,40,18,946,4
Matthew,40,16,944,19,Matthew,40,18,946,18
Matthew,40,19,947,14,Matthew,40,18,946,3
Mark,41,11,967,24,Matthew,40,18,946,19
1 Corinthians,46,9,1070,19,Matthew,40,18,946,15
Hebrews,58,10,1142,25,Matthew,40,18,946,20
Proverbs,20,29,656,23,Job,18,40,475,12
Proverbs,20,29,656,23,Deuteronomy,5,8,160,16
Proverbs,20,29,656,23,Deuteronomy,5,8,160,2
Isaiah,23,48,726,17,Deuteronomy,5,8,160,17
Matthew,40,4,932,4,Deuteronomy,5,8,160,3
Romans,45,8,1053,28,Deuteronomy,5,8,160,2
Romans,45,8,1053,28,Deuteronomy,5,8,160,16
Proverbs,20,29,656,23,Daniel,27,5,854,20
Proverbs,20,29,656,23,2 Chronicles,14,32,398,25
Isaiah,23,41,719,10,2 Chronicles,14,32,398,8
Zechariah,38,4,914,6,2 Chronicles,14,32,398,7
Proverbs,20,29,656,23,Acts,44,12,1029,23
Proverbs,20,31,658,10,Ruth,8,3,234,11
Ezekiel,26,16,817,8,Ruth,8,3,234,9
Song of Solomon,22,1,671,15,Song of Solomon,22,4,674,1
Song of Solomon,22,2,672,7,Song of Solomon,22,3,673,5
Song of Solomon,22,2,672,16,Song of Solomon,22,6,676,3
Song of Solomon,22,6,676,4,Song of Solomon,22,6,676,10
Isaiah,23,2,680,2,Micah,33,4,896,1
Jeremiah,24,29,773,11,Micah,33,4,896,12
Isaiah,23,6,684,1,John,43,12,1008,41
Isaiah,23,6,684,9,John,43,12,1008,40
Isaiah,23,53,731,1,John,43,12,1008,38
Matthew,40,25,953,21,John,43,12,1008,26
Mark,41,8,964,18,John,43,12,1008,40
Mark,41,16,972,16,John,43,12,1008,46
Luke,42,14,986,26,John,43,12,1008,25
John,43,8,1004,12,John,43,12,1008,46
John,43,8,1004,12,John,43,12,1008,35
John,43,9,1005,4,John,43,12,1008,35
John,43,10,1006,10,John,43,12,1008,47
John,43,14,1010,9,John,43,12,1008,45
2 Corinthians,47,4,1081,4,John,43,12,1008,40
1 John,62,4,1162,4,John,43,12,1008,31
Isaiah,23,6,684,9,Matthew,40,13,941,14
Mark,41,8,964,18,Matthew,40,13,941,14
1 Corinthians,46,2,1063,14,Matthew,40,13,941,11
Isaiah,23,6,684,9,Luke,42,8,980,10
Mark,41,16,972,16,Luke,42,8,980,12
Luke,42,7,979,50,Luke,42,8,980,48
Luke,42,11,983,28,Luke,42,8,980,21
Galatians,48,5,1095,22,Luke,42,8,980,14
2 Timothy,55,1,1125,7,Luke,42,8,980,35
Isaiah,23,6,684,9,Mark,41,4,960,12
Mark,41,8,964,18,Mark,41,4,960,12
Luke,42,6,978,38,Mark,41,4,960,24
1 Peter,60,5,1155,7,Mark,41,4,960,38
Isaiah,23,6,684,9,Isaiah,23,29,707,13
Isaiah,23,45,723,17,Isaiah,23,29,707,22
Obadiah,31,1,888,8,Isaiah,23,29,707,14
Matthew,40,15,943,8,Isaiah,23,29,707,13
Mark,41,7,963,6,Isaiah,23,29,707,13
Romans,45,9,1054,20,Isaiah,23,29,707,16
1 Corinthians,46,1,1062,19,Isaiah,23,29,707,14
Titus,56,1,1129,16,Isaiah,23,29,707,13
Isaiah,23,7,685,14,Matthew,40,1,929,23
Luke,42,19,991,10,Matthew,40,1,929,21
John,43,1,997,1,Matthew,40,1,929,23
Isaiah,23,7,685,14,Isaiah,23,9,687,6
Matthew,40,1,929,23,Isaiah,23,9,687,6
John,43,1,997,1,Isaiah,23,9,687,6
John,43,14,1010,27,Isaiah,23,9,687,6
Isaiah,23,9,687,6,Isaiah,23,7,685,14
Matthew,40,1,929,23,Isaiah,23,7,685,14
Isaiah,23,9,687,6,Jeremiah,24,23,767,5
Jeremiah,24,3,747,15,Jeremiah,24,23,767,4
Ezekiel,26,34,835,2,Jeremiah,24,23,767,1
Hebrews,58,4,1136,12,Jeremiah,24,23,767,29
Isaiah,23,9,687,6,Hebrews,58,2,1134,13
Isaiah,23,55,733,6,Hebrews,58,2,1134,3
Matthew,40,28,956,18,Hebrews,58,2,1134,8
2 Timothy,55,1,1125,7,Hebrews,58,2,1134,15
Hebrews,58,4,1136,15,Hebrews,58,2,1134,17
Hebrews,58,11,1143,1,Hebrews,58,2,1134,3
Isaiah,23,13,691,2,Isaiah,23,5,683,26
Hosea,28,4,865,6,Isaiah,23,5,683,13
Isaiah,23,26,704,3,John,43,16,1012,33
Matthew,40,5,933,4,John,43,16,1012,20
Matthew,40,24,952,9,John,43,16,1012,2
Mark,41,11,967,24,John,43,16,1012,23
Luke,42,11,983,9,John,43,16,1012,23
John,43,1,997,1,John,43,16,1012,28
John,43,14,1010,26,John,43,16,1012,7
John,43,14,1010,27,John,43,16,1012,33
John,43,15,1011,7,John,43,16,1012,23
1 Corinthians,46,3,1064,2,John,43,16,1012,12
Philippians,50,4,1106,7,John,43,16,1012,33
Isaiah,23,28,706,16,Romans,45,9,1054,33
Isaiah,23,45,723,17,Romans,45,9,1054,33
Hosea,28,2,863,23,Romans,45,9,1054,25
Romans,45,8,1053,29,Romans,45,9,1054,23
Hebrews,58,8,1140,10,Romans,45,9,1054,25
Isaiah,23,30,708,21,Jeremiah,24,6,750,16
Matthew,40,11,939,29,Jeremiah,24,6,750,16
Isaiah,23,30,708,21,1 John,62,2,1160,27
Matthew,40,6,934,24,1 John,62,2,1160,15
Matthew,40,11,939,27,1 John,62,2,1160,23
Matthew,40,11,939,29,1 John,62,2,1160,6
John,43,3,999,3,1 John,62,2,1160,29
John,43,13,1009,34,1 John,62,2,1160,7
John,43,14,1010,6,1 John,62,2,1160,23
John,43,14,1010,15,1 John,62,2,1160,3
John,43,14,1010,21,1 John,62,2,1160,5
John,43,14,1010,26,1 John,62,2,1160,20
John,43,15,1011,4,1 John,62,2,1160,6
John,43,15,1011,7,1 John,62,2,1160,27
John,43,15,1011,7,1 John,62,2,1160,14
Romans,45,12,1057,2,1 John,62,2,1160,15
Philippians,50,2,1104,5,1 John,62,2,1160,6
Colossians,51,3,1109,2,1 John,62,2,1160,15
Titus,56,1,1129,16,1 John,62,2,1160,4
Hebrews,58,7,1139,25,1 John,62,2,1160,1
James,59,1,1146,22,1 John,62,2,1160,3
James,59,1,1146,27,1 John,62,2,1160,15
James,59,4,1149,4,1 John,62,2,1160,15
1 Peter,60,2,1152,11,1 John,62,2,1160,15
1 John,62,5,1163,11,1 John,62,2,1160,25
2 John,63,1,1164,6,1 John,62,2,1160,24
Isaiah,23,30,708,21,2 Kings,12,22,334,2
Isaiah,23,57,735,1,2 Kings,12,22,334,20
Isaiah,23,40,718,1,Zephaniah,36,3,908,14
Isaiah,23,45,723,17,Zephaniah,36,3,908,11
Jeremiah,24,29,773,11,Zephaniah,36,3,908,14
Zephaniah,36,3,908,17,Zephaniah,36,3,908,15
Zechariah,38,9,919,9,Zephaniah,36,3,908,14
Isaiah,23,40,718,3,Mark,41,1,957,2
Mark,41,16,972,16,Mark,41,1,957,15
2 Peter,61,1,1156,17,Mark,41,1,957,11
Isaiah,23,40,718,3,Malachi,39,4,928,5
Isaiah,23,58,736,8,Malachi,39,4,928,2
Malachi,39,3,927,1,Malachi,39,4,928,5
Matthew,40,3,931,12,Malachi,39,4,928,1
Luke,42,1,973,17,Malachi,39,4,928,5
Isaiah,23,40,718,3,Isaiah,23,62,740,10
Zephaniah,36,3,908,17,Isaiah,23,62,740,4
Isaiah,23,40,718,3,Luke,42,3,975,2
2 Peter,61,1,1156,17,Luke,42,3,975,22
Isaiah,23,40,718,31,Galatians,48,6,1096,9
John,43,13,1009,34,Galatians,48,6,1096,2
1 Corinthians,46,15,1076,58,Galatians,48,6,1096,9
2 Corinthians,47,5,1082,17,Galatians,48,6,1096,15
Galatians,48,2,1092,20,Galatians,48,6,1096,14
2 Thessalonians,53,3,1118,13,Galatians,48,6,1096,9
Isaiah,23,40,718,31,2 Corinthians,47,1,1078,8
John,43,14,1010,6,2 Corinthians,47,1,1078,19
1 Corinthians,46,16,1077,13,2 Corinthians,47,1,1078,24
Ephesians,49,1,1097,3,2 Corinthians,47,1,1078,3
Philippians,50,4,1106,6,2 Corinthians,47,1,1078,11
Isaiah,23,40,718,31,Job,18,17,452,9
Isaiah,23,40,718,31,Zechariah,38,10,920,12
Isaiah,23,41,719,10,Zechariah,38,10,920,12
Joel,29,2,877,25,Zechariah,38,10,920,6
Isaiah,23,40,718,31,Job,18,33,468,24
Isaiah,23,40,718,31,Judges,7,16,226,28
Isaiah,23,40,718,31,Revelation,66,2,1168,3
Isaiah,23,44,722,6,Revelation,66,2,1168,8
Matthew,40,10,938,22,Revelation,66,2,1168,10
Luke,42,23,995,43,Revelation,66,2,1168,7
1 Corinthians,46,8,1069,3,Revelation,66,2,1168,19
Galatians,48,6,1096,9,Revelation,66,2,1168,3
Galatians,48,6,1096,9,Revelation,66,2,1168,7
Galatians,48,6,1096,9,Revelation,66,2,1168,17
Revelation,66,2,1168,7,Revelation,66,2,1168,17
Revelation,66,2,1168,7,Revelation,66,2,1168,11
Revelation,66,2,1168,14,Revelation,66,2,1168,20
Revelation,66,2,1168,20,Revelation,66,2,1168,14
Revelation,66,20,1186,12,Revelation,66,2,1168,23
Revelation,66,22,1188,2,Revelation,66,2,1168,7
Isaiah,23,41,719,10,Zechariah,38,13,923,9
Jeremiah,24,31,775,33,Zechariah,38,13,923,9
Hosea,28,2,863,23,Zechariah,38,13,923,9
Matthew,40,26,954,31,Zechariah,38,13,923,7
Romans,45,8,1053,28,Zechariah,38,13,923,9
2 Corinthians,47,6,1083,16,Zechariah,38,13,923,9
Isaiah,23,41,719,10,Psalm,19,29,506,11
Isaiah,23,41,719,10,Deuteronomy,5,33,185,27
Romans,45,8,1053,31,Deuteronomy,5,33,185,29
2 Corinthians,47,12,1089,9,Deuteronomy,5,33,185,25
Hebrews,58,13,1145,6,Deuteronomy,5,33,185,26
Hebrews,58,13,1145,6,Deuteronomy,5,33,185,29
Isaiah,23,41,719,10,Isaiah,23,52,730,7
Isaiah,23,58,736,8,Isaiah,23,52,730,12
Nahum,34,1,900,15,Isaiah,23,52,730,7
Romans,45,10,1055,15,Isaiah,23,52,730,7
2 Corinthians,47,6,1083,17,Isaiah,23,52,730,11
Ephesians,49,5,1101,14,Isaiah,23,52,730,1
Ephesians,49,6,1102,15,Isaiah,23,52,730,7
Isaiah,23,41,719,10,Psalm,19,41,518,12
Obadiah,31,1,888,7,Psalm,19,41,518,9
John,43,13,1009,18,Psalm,19,41,518,9
Acts,44,1,1018,16,Psalm,19,41,518,9
Isaiah,23,41,719,10,Psalm,19,99,576,4
Isaiah,23,41,719,10,1 Chronicles,13,12,349,18
Isaiah,23,43,721,2,Psalm,19,66,543,12
Isaiah,23,43,721,2,Daniel,27,3,852,25
1 Corinthians,46,10,1071,13,Daniel,27,3,852,17
Hebrews,58,13,1145,6,Daniel,27,3,852,16
Isaiah,23,43,721,18,Isaiah,23,65,743,17
Isaiah,23,44,722,3,Isaiah,23,65,743,23
Jeremiah,24,33,777,3,Isaiah,23,65,743,24
1 Corinthians,46,2,1063,9,Isaiah,23,65,743,17
2 Peter,61,3,1158,13,Isaiah,23,65,743,17
Revelation,66,21,1187,1,Isaiah,23,65,743,17
Isaiah,23,43,721,25,Psalm,19,79,556,8
Isaiah,23,43,721,25,Mark,41,2,958,7
Matthew,40,9,937,13,Mark,41,2,958,17
Isaiah,23,43,721,25,Romans,45,5,1050,20
Isaiah,23,53,731,5,Romans,45,5,1050,6
Luke,42,7,979,50,Romans,45,5,1050,1
John,43,3,999,16,Romans,45,5,1050,8
John,43,3,999,16,Romans,45,5,1050,10
John,43,10,1006,10,Romans,45,5,1050,13
John,43,14,1010,6,Romans,45,5,1050,21
John,43,14,1010,6,Romans,45,5,1050,2
Romans,45,5,1050,6,Romans,45,5,1050,8
Romans,45,5,1050,6,Romans,45,5,1050,10
Romans,45,5,1050,8,Romans,45,5,1050,6
Romans,45,5,1050,8,Romans,45,5,1050,20
Romans,45,6,1051,23,Romans,45,5,1050,12
